Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a8735="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8735="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8735="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8736="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8736="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8736="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8737="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8737="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8737="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8738="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8738="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8738="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8739="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8739="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8739="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8740="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8740="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8740="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8741="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8741="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8741="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8742="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8742="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8742="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8743="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8743="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8743="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8744="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8744="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8744="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8745="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8745="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8745="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8746="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8746="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8746="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8747="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8747="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8747="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8748="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8748="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8748="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8749="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8749="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8749="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8750="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8750="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8750="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8751="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8751="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8751="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8752="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8752="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8752="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8753="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8753="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8753="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8754="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8754="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8754="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8755="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8755="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8755="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8756="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8756="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8756="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8757="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8757="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8757="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8758="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8758="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8758="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8759="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8759="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8759="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8760="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8760="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8760="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8761="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8761="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8761="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8762="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8762="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8762="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8763="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8763="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8763="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8764="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8764="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8764="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8765="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8765="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8765="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8766="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8766="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8766="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8767="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8767="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8767="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8768="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8768="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8768="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8769="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8769="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8769="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8770="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8770="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8770="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8771="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8771="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8771="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8772="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8772="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8772="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8773="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8773="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8773="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8774="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8774="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8774="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8775="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8775="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8775="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8776="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8776="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8776="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8777="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8777="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8777="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8778="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8778="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8778="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8779="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8779="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8779="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8780="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8780="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8780="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8781="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8781="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8781="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8782="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8782="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8782="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8783="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8783="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8783="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8784="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8784="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8784="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8785="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8785="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8785="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8786="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8786="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8786="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8787="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8787="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8787="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8788="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8788="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8788="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8789="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8789="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8789="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8790="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8790="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8790="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8791="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8791="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8791="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8792="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8792="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8792="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8793="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8793="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8793="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8794="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8794="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8794="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8795="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8795="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8795="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8796="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8796="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8796="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8797="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8797="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8797="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8798="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8798="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8798="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8799="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8799="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8799="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8800="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8800="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8800="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8801="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8801="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8801="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8802="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8802="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8802="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8803="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8803="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8803="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8804="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8804="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8804="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8805="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8805="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8805="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8806="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8806="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8806="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8807="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8807="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8807="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8808="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8808="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8808="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8809="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8809="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8809="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8810="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8810="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8810="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8811="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8811="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8811="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8812="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8812="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8812="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8813="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8813="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8813="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8814="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8814="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8814="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8815="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8815="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8815="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8816="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8816="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8816="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8817="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8817="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8817="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8818="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8818="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8818="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8819="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8819="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8819="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8820="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8820="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8820="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8821="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8821="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8821="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8822="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8822="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8822="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8823="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8823="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8823="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8824="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8824="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8824="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8825="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8825="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8825="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8826="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8826="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8826="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8827="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8827="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8827="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8828="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8828="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8828="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8829="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8829="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8829="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8830="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8830="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8830="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8831="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8831="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8831="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8832="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8832="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8832="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8833="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8833="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8833="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8834="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8834="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8834="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8835="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8835="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8835="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8836="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8836="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8836="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8837="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8837="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8837="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8838="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8838="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8838="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8839="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8839="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8839="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8840="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8840="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8840="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8841="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8841="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8841="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8842="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8842="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8842="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8843="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8843="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8843="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8844="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8844="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8844="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8845="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8845="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8845="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8846="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8846="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8846="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8847="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8847="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8847="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8848="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8848="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8848="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8849="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8849="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8849="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8850="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8850="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8850="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8851="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8851="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8851="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8852="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8852="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8852="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8853="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8853="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8853="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8854="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8854="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8854="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8855="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8855="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8855="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8856="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8856="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8856="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8857="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8857="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8857="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8858="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8858="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8858="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8859="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8859="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8859="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8860="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8860="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8860="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8861="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8861="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8861="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
